flowid,sport,dsport,timestamp,totalHeaderSize,max_pkt_size,mean_pkt_size,attack_cat,Label
42927,47771,53927,2015-02-18 00:39:48.252843,280,72,70.0,BENIGN,0
108712,44174,6184,2015-02-18 00:39:48.561935,280,72,70.0,BENIGN,0
147868,9442,53,2015-02-18 00:39:48.626902,88,82,82.0,BENIGN,0
148764,13225,6881,2015-02-18 00:39:48.632189,280,72,70.0,BENIGN,0
149979,18180,53,2015-02-18 00:39:48.826917,88,89,89.0,BENIGN,0
150813,21476,80,2015-02-18 00:39:48.828325,280,72,70.0,BENIGN,0
122641,35806,53,2015-02-18 00:39:48.926899,88,82,82.0,BENIGN,0
123119,37720,80,2015-02-18 00:39:48.928230,280,72,70.0,BENIGN,0
40045,36720,53,2015-02-18 00:39:49.126903,88,82,82.0,BENIGN,0
36599,23018,6881,2015-02-18 00:39:49.135680,280,72,70.0,BENIGN,0
134860,21119,8141,2015-02-18 00:39:49.228716,176,164,148.0,BENIGN,0
46098,60296,5190,2015-02-18 00:39:49.426877,280,72,70.0,BENIGN,0
95370,57805,53,2015-02-18 00:39:49.726907,88,82,82.0,BENIGN,0
57309,38887,6881,2015-02-18 00:39:49.835862,280,72,70.0,BENIGN,0
92850,47881,22,2015-02-18 00:39:49.926893,280,72,70.0,BENIGN,0
115967,7351,6881,2015-02-18 00:39:50.134441,280,72,70.0,BENIGN,0
99412,8431,22,2015-02-18 00:39:50.426897,280,72,70.0,BENIGN,0
101934,17990,111,2015-02-18 00:39:50.926919,176,158,158.0,BENIGN,0
177063,63429,53,2015-02-18 00:39:51.026918,88,81,81.0,BENIGN,0
177472,65008,143,2015-02-18 00:39:51.028330,280,72,70.0,BENIGN,0
175806,58426,1999,2015-02-18 00:39:51.153585,280,72,70.0,BENIGN,0
95440,58134,56172,2015-02-18 00:39:51.671049,280,72,70.0,BENIGN,0
22706,32645,143,2015-02-18 00:39:51.757036,280,72,70.0,BENIGN,0
124454,43138,111,2015-02-18 00:39:51.826878,176,158,158.0,BENIGN,0
109039,45484,80,2015-02-18 00:39:52.128175,280,72,70.0,BENIGN,0
99953,10512,6881,2015-02-18 00:39:52.133682,280,72,70.0,BENIGN,0
138396,35772,80,2015-02-18 00:39:52.528151,280,72,70.0,BENIGN,0
133840,16846,6881,2015-02-18 00:39:52.533093,280,72,70.0,BENIGN,0
144856,62480,6881,2015-02-18 00:39:52.535323,280,72,70.0,BENIGN,0
133467,15283,6881,2015-02-18 00:39:52.537093,280,72,70.0,BENIGN,0
104123,26385,6881,2015-02-18 00:39:53.032195,280,72,70.0,BENIGN,0
87615,26982,21,2015-02-18 00:39:53.128298,280,72,70.0,BENIGN,0
98344,4183,6881,2015-02-18 00:39:53.435620,280,72,70.0,BENIGN,0
110793,52494,6881,2015-02-18 00:39:53.436496,280,72,70.0,BENIGN,0
126941,53619,26458,2015-02-18 00:39:53.528585,176,160,146.0,BENIGN,0
125603,48071,32712,2015-02-18 00:39:53.651974,280,72,70.0,BENIGN,0
145736,1313,47876,2015-02-18 00:39:53.726940,280,72,70.0,BENIGN,0
163052,6373,12251,2015-02-18 00:39:54.026945,280,72,70.0,BENIGN,0
100439,12313,80,2015-02-18 00:39:54.228243,280,72,70.0,BENIGN,0
100935,14235,6881,2015-02-18 00:39:54.232413,280,72,70.0,BENIGN,0
101163,15069,6881,2015-02-18 00:39:54.233391,280,72,70.0,BENIGN,0
106601,36041,6881,2015-02-18 00:39:54.235178,280,72,70.0,BENIGN,0
23454,35498,5190,2015-02-18 00:39:54.426966,280,72,70.0,BENIGN,0
35995,20390,6881,2015-02-18 00:39:54.632992,280,72,70.0,BENIGN,0
36731,23531,6881,2015-02-18 00:39:54.636495,280,72,70.0,BENIGN,0
161757,1588,22,2015-02-18 00:39:54.726953,280,72,70.0,BENIGN,0
44973,55818,37930,2015-02-18 00:39:54.826971,280,72,70.0,BENIGN,0
46242,60802,80,2015-02-18 00:39:54.928265,280,72,70.0,BENIGN,0
161999,2055,80,2015-02-18 00:39:55.528194,280,72,70.0,BENIGN,0
172226,43472,6881,2015-02-18 00:39:55.534114,280,72,70.0,BENIGN,0
74434,40574,53,2015-02-18 00:39:56.127036,88,82,82.0,BENIGN,0
68473,16687,6881,2015-02-18 00:39:56.132369,280,72,70.0,BENIGN,0
80022,62696,6881,2015-02-18 00:39:56.135792,280,72,70.0,BENIGN,0
64313,1215,6881,2015-02-18 00:39:56.136712,280,72,70.0,BENIGN,0
165026,14206,53,2015-02-18 00:39:56.226994,88,89,89.0,BENIGN,0
63953,64603,6881,2015-02-18 00:39:56.433270,280,72,70.0,BENIGN,0
53307,23129,6881,2015-02-18 00:39:56.435754,280,72,70.0,BENIGN,0
63582,63083,6881,2015-02-18 00:39:56.436575,280,72,70.0,BENIGN,0
79141,59261,41767,2015-02-18 00:39:56.726994,280,72,70.0,BENIGN,0
87511,26511,5190,2015-02-18 00:39:56.927031,280,72,70.0,BENIGN,0
88156,29022,54796,2015-02-18 00:39:57.110172,280,72,70.0,BENIGN,0
158545,53703,51685,2015-02-18 00:39:57.256898,280,72,70.0,BENIGN,0
43025,48138,111,2015-02-18 00:39:57.427027,176,158,158.0,BENIGN,0
172215,43412,42593,2015-02-18 00:39:57.528802,176,164,148.0,BENIGN,0
113785,63906,5190,2015-02-18 00:39:58.327116,280,72,70.0,BENIGN,0
103178,22793,21911,2015-02-18 00:39:58.528752,176,160,146.0,BENIGN,0
21292,27281,6881,2015-02-18 00:39:58.632641,280,72,70.0,BENIGN,0
27422,51483,6881,2015-02-18 00:39:58.635329,280,72,70.0,BENIGN,0
77439,52612,51166,2015-02-18 00:39:58.931917,280,72,70.0,BENIGN,0
40380,38120,39003,2015-02-18 00:39:59.531884,280,72,70.0,BENIGN,0
100391,12161,80,2015-02-18 00:39:59.728312,280,72,70.0,BENIGN,0
106476,35659,6881,2015-02-18 00:39:59.732485,280,72,70.0,BENIGN,0
106975,37374,6881,2015-02-18 00:39:59.734893,280,72,70.0,BENIGN,0
52889,21499,80,2015-02-18 00:39:59.828240,280,72,70.0,BENIGN,0
53432,23585,6881,2015-02-18 00:39:59.832335,280,72,70.0,BENIGN,0
53946,25448,6881,2015-02-18 00:39:59.834179,280,72,70.0,BENIGN,0
133540,15540,80,2015-02-18 00:39:59.928217,280,72,70.0,BENIGN,0
133947,17319,6881,2015-02-18 00:39:59.932262,280,72,70.0,BENIGN,0
144972,62976,6881,2015-02-18 00:39:59.933955,280,72,70.0,BENIGN,0
129956,1318,6881,2015-02-18 00:39:59.934852,280,72,70.0,BENIGN,0
133757,16523,6881,2015-02-18 00:39:59.936626,280,72,70.0,BENIGN,0
53154,22598,20484,2015-02-18 00:40:00.259117,280,72,70.0,BENIGN,0
119489,22241,20413,2015-02-18 00:40:00.363102,280,72,70.0,BENIGN,0
175730,58012,6577,2015-02-18 00:40:00.438285,280,72,70.0,BENIGN,0
87826,27687,80,2015-02-18 00:40:00.628277,280,72,70.0,BENIGN,0
93867,51884,6881,2015-02-18 00:40:00.633420,280,72,70.0,BENIGN,0
93979,52331,6881,2015-02-18 00:40:00.636034,280,72,70.0,BENIGN,0
29083,57868,53,2015-02-18 00:40:00.727035,88,89,89.0,BENIGN,0
27393,51390,80,2015-02-18 00:40:00.728218,280,72,70.0,BENIGN,0
91575,42917,6881,2015-02-18 00:40:00.833384,280,72,70.0,BENIGN,0
39031,32718,22029,2015-02-18 00:40:00.927024,280,72,70.0,BENIGN,0
75798,46035,6881,2015-02-18 00:40:01.035818,280,72,70.0,BENIGN,0
42585,46558,53,2015-02-18 00:40:01.127038,88,81,81.0,BENIGN,0
109823,48565,47557,2015-02-18 00:40:01.227020,280,72,70.0,BENIGN,0
42357,45620,5190,2015-02-18 00:40:01.327021,280,72,70.0,BENIGN,0
139020,38524,25,2015-02-18 00:40:01.428320,280,72,70.0,BENIGN,0
61625,55423,53,2015-02-18 00:40:02.327069,88,82,82.0,BENIGN,0
62008,56926,6881,2015-02-18 00:40:02.332494,280,72,70.0,BENIGN,0
60665,51699,6881,2015-02-18 00:40:02.333413,280,72,70.0,BENIGN,0
60383,50627,6881,2015-02-18 00:40:02.334250,280,72,70.0,BENIGN,0
55830,32982,6881,2015-02-18 00:40:02.337648,280,72,70.0,BENIGN,0
102,6881,32982,2015-02-18 00:40:02.338099,280,72,70.0,BENIGN,0
77868,54418,54547,2015-02-18 00:40:02.349515,280,72,70.0,BENIGN,0
28834,56869,55009,2015-02-18 00:40:02.561066,280,72,70.0,BENIGN,0
104967,29714,5190,2015-02-18 00:40:02.627048,280,72,70.0,BENIGN,0
146933,5639,43982,2015-02-18 00:40:03.028786,176,160,146.0,BENIGN,0
24283,38844,53,2015-02-18 00:40:03.427081,88,89,89.0,BENIGN,0
17837,12905,80,2015-02-18 00:40:03.428300,280,72,70.0,BENIGN,0
39741,35505,5190,2015-02-18 00:40:03.527060,280,72,70.0,BENIGN,0
53348,23273,53,2015-02-18 00:40:03.827099,88,89,89.0,BENIGN,0
113128,61474,80,2015-02-18 00:40:03.928357,280,72,70.0,BENIGN,0
111530,55427,6881,2015-02-18 00:40:03.932476,280,72,70.0,BENIGN,0
93738,51337,6881,2015-02-18 00:40:04.035975,280,72,70.0,BENIGN,0
159510,57610,80,2015-02-18 00:40:04.228347,280,72,70.0,BENIGN,0
158114,52032,6881,2015-02-18 00:40:04.233238,280,72,70.0,BENIGN,0
159226,56501,6881,2015-02-18 00:40:04.236971,280,72,70.0,BENIGN,0
111180,54106,6881,2015-02-18 00:40:04.334065,280,72,70.0,BENIGN,0
97425,1398,6881,2015-02-18 00:40:04.335830,280,72,70.0,BENIGN,0
72336,32256,30138,2015-02-18 00:40:04.561261,280,72,70.0,BENIGN,0
137940,33826,6881,2015-02-18 00:40:04.832461,280,72,70.0,BENIGN,0
145263,64178,6881,2015-02-18 00:40:04.835999,280,72,70.0,BENIGN,0
116106,7940,53,2015-02-18 00:40:05.027099,88,89,89.0,BENIGN,0
117730,14809,6881,2015-02-18 00:40:05.135261,280,72,70.0,BENIGN,0
67471,12891,111,2015-02-18 00:40:05.328071,176,158,158.0,BENIGN,0
68110,15406,35735,2015-02-18 00:40:05.334066,280,72,70.0,BENIGN,0
106662,36250,53,2015-02-18 00:40:05.527105,88,89,89.0,BENIGN,0
167749,25453,55345,2015-02-18 00:40:06.027095,280,72,70.0,BENIGN,0
60167,49843,53,2015-02-18 00:40:06.627133,88,82,82.0,BENIGN,0
58553,43427,80,2015-02-18 00:40:06.628374,280,72,70.0,BENIGN,0
59053,45300,6881,2015-02-18 00:40:06.632489,280,72,70.0,BENIGN,0
49580,8304,6881,2015-02-18 00:40:06.633394,280,72,70.0,BENIGN,0
57292,38836,6881,2015-02-18 00:40:06.636056,280,72,70.0,BENIGN,0
126085,50083,5190,2015-02-18 00:40:06.727101,280,72,70.0,BENIGN,0
57415,39249,53,2015-02-18 00:40:06.927142,88,82,82.0,BENIGN,0
57252,38671,80,2015-02-18 00:40:06.928372,280,72,70.0,BENIGN,0
57874,40883,6881,2015-02-18 00:40:06.932484,280,72,70.0,BENIGN,0
50510,12162,6881,2015-02-18 00:40:06.936983,280,72,70.0,BENIGN,0
72725,33861,6881,2015-02-18 00:40:07.032426,280,72,70.0,BENIGN,0
68491,16764,6881,2015-02-18 00:40:07.035103,280,72,70.0,BENIGN,0
119525,22380,80,2015-02-18 00:40:07.628371,280,72,70.0,BENIGN,0
128275,59144,6881,2015-02-18 00:40:07.637089,280,72,70.0,BENIGN,0
120913,28417,53,2015-02-18 00:40:07.827152,88,89,89.0,BENIGN,0
37727,27535,21558,2015-02-18 00:40:07.927126,280,72,70.0,BENIGN,0
142592,53236,22,2015-02-18 00:40:08.327087,280,72,70.0,BENIGN,0
125148,46277,53,2015-02-18 00:40:08.430153,88,81,81.0,BENIGN,0
100187,11408,6881,2015-02-18 00:40:08.535185,280,72,70.0,BENIGN,0
41898,43889,53,2015-02-18 00:40:08.627149,88,89,89.0,BENIGN,0
30627,64273,80,2015-02-18 00:40:08.828410,280,72,70.0,BENIGN,0
114179,65327,80,2015-02-18 00:40:09.328417,280,72,70.0,BENIGN,0
113314,62187,6881,2015-02-18 00:40:09.333324,280,72,70.0,BENIGN,0
103788,25138,6881,2015-02-18 00:40:09.334192,280,72,70.0,BENIGN,0
104302,27079,6881,2015-02-18 00:40:09.336485,280,72,70.0,BENIGN,0
86421,22160,53,2015-02-18 00:40:09.527128,88,82,82.0,BENIGN,0
96229,61511,80,2015-02-18 00:40:09.528276,280,72,70.0,BENIGN,0
95277,57489,6881,2015-02-18 00:40:09.534921,280,72,70.0,BENIGN,0
53966,25539,80,2015-02-18 00:40:09.628343,280,72,70.0,BENIGN,0
60539,51264,6881,2015-02-18 00:40:09.635191,280,72,70.0,BENIGN,0
163266,7221,54547,2015-02-18 00:40:10.333741,280,72,70.0,BENIGN,0
93117,48889,53,2015-02-18 00:40:10.427171,88,89,89.0,BENIGN,0
42373,45684,53,2015-02-18 00:40:10.527173,88,89,89.0,BENIGN,0
24156,38359,32770,2015-02-18 00:40:10.628936,176,160,146.0,BENIGN,0
50227,10948,41312,2015-02-18 00:40:10.727166,280,72,70.0,BENIGN,0
122953,37019,5190,2015-02-18 00:40:10.927164,280,72,70.0,BENIGN,0
102766,21138,6881,2015-02-18 00:40:11.032457,280,72,70.0,BENIGN,0
112716,59968,6881,2015-02-18 00:40:11.033411,280,72,70.0,BENIGN,0
103243,23038,6881,2015-02-18 00:40:11.034309,280,72,70.0,BENIGN,0
97660,1856,6881,2015-02-18 00:40:11.036961,280,72,70.0,BENIGN,0
52272,19109,80,2015-02-18 00:40:11.128466,280,72,70.0,BENIGN,0
54165,26412,53,2015-02-18 00:40:11.627169,88,89,89.0,BENIGN,0
54553,27992,80,2015-02-18 00:40:11.628416,280,72,70.0,BENIGN,0
54681,28549,22049,2015-02-18 00:40:11.727177,280,72,70.0,BENIGN,0
109253,46354,30133,2015-02-18 00:40:12.027183,280,72,70.0,BENIGN,0
33840,11696,6881,2015-02-18 00:40:12.333455,280,72,70.0,BENIGN,0
40764,39613,6881,2015-02-18 00:40:12.336966,280,72,70.0,BENIGN,0
136423,27540,53,2015-02-18 00:40:13.427220,88,81,81.0,BENIGN,0
142675,53537,31389,2015-02-18 00:40:13.727205,280,72,70.0,BENIGN,0
137837,33385,51077,2015-02-18 00:40:13.752264,280,72,70.0,BENIGN,0
138893,37905,80,2015-02-18 00:40:13.828604,280,72,70.0,BENIGN,0
137508,32134,54547,2015-02-18 00:40:13.952734,280,72,70.0,BENIGN,0
163435,7941,80,2015-02-18 00:40:14.128597,280,72,70.0,BENIGN,0
33350,9733,53,2015-02-18 00:40:14.227233,88,89,89.0,BENIGN,0
85050,16601,6881,2015-02-18 00:40:14.434475,280,72,70.0,BENIGN,0
95994,60494,25,2015-02-18 00:40:15.028532,280,72,70.0,BENIGN,0
142256,51908,80,2015-02-18 00:40:15.328555,280,72,70.0,BENIGN,0
137792,33247,6881,2015-02-18 00:40:15.379302,280,72,70.0,BENIGN,0
130029,1472,6881,2015-02-18 00:40:15.384315,280,72,70.0,BENIGN,0
140908,46640,6881,2015-02-18 00:40:15.391273,280,72,70.0,BENIGN,0
114660,1960,53,2015-02-18 00:40:15.727207,88,89,89.0,BENIGN,0
35,46774,53,2015-02-18 00:40:15.923652,176,83,83.0,BENIGN,0
90987,40454,9157,2015-02-18 00:40:16.327192,280,72,70.0,BENIGN,0
84461,14216,12311,2015-02-18 00:40:16.378367,280,72,70.0,BENIGN,0
160378,61030,64957,2015-02-18 00:40:16.927231,280,72,70.0,BENIGN,0
152033,26794,60508,2015-02-18 00:40:17.102372,280,72,70.0,BENIGN,0
61206,53880,1558,2015-02-18 00:40:17.427254,280,72,70.0,BENIGN,0
18557,15774,25,2015-02-18 00:40:17.833532,280,72,70.0,BENIGN,0
18449,15355,5190,2015-02-18 00:40:18.227261,280,72,70.0,BENIGN,0
35766,19409,33636,2015-02-18 00:40:18.527294,280,72,70.0,BENIGN,0
119695,23101,80,2015-02-18 00:40:18.628675,280,72,70.0,BENIGN,0
167368,23940,5190,2015-02-18 00:40:18.727273,280,72,70.0,BENIGN,0
38279,29771,5190,2015-02-18 00:40:18.827274,280,72,70.0,BENIGN,0
136896,29575,64808,2015-02-18 00:40:18.929119,176,164,148.0,BENIGN,0
141803,50232,57017,2015-02-18 00:40:18.932195,280,72,70.0,BENIGN,0
121988,32987,5190,2015-02-18 00:40:19.227312,280,72,70.0,BENIGN,0
64755,2138,53,2015-02-18 00:40:19.327335,88,81,81.0,BENIGN,0
65168,3739,143,2015-02-18 00:40:19.328613,280,72,70.0,BENIGN,0
105662,32507,31178,2015-02-18 00:40:19.475763,280,72,70.0,BENIGN,0
65510,5169,53,2015-02-18 00:40:19.527315,88,89,89.0,BENIGN,0
99026,6939,53,2015-02-18 00:40:19.660358,88,89,89.0,BENIGN,0
35439,18141,16745,2015-02-18 00:40:20.171295,280,72,70.0,BENIGN,0
45795,59094,22,2015-02-18 00:40:20.427295,280,72,70.0,BENIGN,0
119717,23182,22,2015-02-18 00:40:20.527314,280,72,70.0,BENIGN,0
142392,52388,5190,2015-02-18 00:40:21.027323,280,72,70.0,BENIGN,0
80678,65243,53,2015-02-18 00:40:22.227304,88,89,89.0,BENIGN,0
70116,23405,80,2015-02-18 00:40:22.228438,280,72,70.0,BENIGN,0
37837,27942,53,2015-02-18 00:40:22.627341,88,81,81.0,BENIGN,0
38313,29924,143,2015-02-18 00:40:22.628519,280,72,70.0,BENIGN,0
173172,47386,5190,2015-02-18 00:40:22.927372,280,72,70.0,BENIGN,0
28671,56211,25740,2015-02-18 00:40:22.976857,280,72,70.0,BENIGN,0
146404,3412,53,2015-02-18 00:40:22.999389,88,81,81.0,BENIGN,0
76001,46988,111,2015-02-18 00:40:23.027361,176,158,158.0,BENIGN,0
76422,48529,30902,2015-02-18 00:40:23.029104,176,164,148.0,BENIGN,0
108536,43467,49564,2015-02-18 00:40:23.166466,280,72,70.0,BENIGN,0
109932,49008,53,2015-02-18 00:40:23.531319,88,81,81.0,BENIGN,0
99167,7494,56538,2015-02-18 00:40:24.021087,280,72,70.0,BENIGN,0
147561,8205,6577,2015-02-18 00:40:24.354071,280,72,70.0,BENIGN,0
47837,1780,21,2015-02-18 00:40:24.865604,280,72,70.0,BENIGN,0
48942,5800,26573,2015-02-18 00:40:25.027380,280,72,70.0,BENIGN,0
155051,39348,111,2015-02-18 00:40:25.227373,176,158,158.0,BENIGN,0
100366,12057,12470,2015-02-18 00:40:25.395384,176,164,148.0,BENIGN,0
60120,49652,6577,2015-02-18 00:40:25.464982,280,72,70.0,BENIGN,0
51180,14868,22,2015-02-18 00:40:25.527391,280,72,70.0,BENIGN,0
100692,13281,41533,2015-02-18 00:40:25.546979,280,72,70.0,BENIGN,0
68281,16029,40758,2015-02-18 00:40:25.627389,280,72,70.0,BENIGN,0
80288,63700,15538,2015-02-18 00:40:25.654829,280,72,70.0,BENIGN,0
4,33645,53,2015-02-18 00:40:25.923108,176,96,96.0,BENIGN,0
36902,24223,111,2015-02-18 00:40:26.128366,176,158,158.0,BENIGN,0
9187,34017,80,2015-02-18 00:40:26.181378,224,62,59.0,BENIGN,0
87674,27217,26772,2015-02-18 00:40:26.227399,280,72,70.0,BENIGN,0
61124,53507,52127,2015-02-18 00:40:26.527410,280,72,70.0,BENIGN,0
56003,33682,31502,2015-02-18 00:40:26.609461,280,72,70.0,BENIGN,0
80762,1040,33505,2015-02-18 00:40:26.627400,280,72,70.0,BENIGN,0
76430,48551,46350,2015-02-18 00:40:26.729082,176,160,146.0,BENIGN,0
73801,37980,56538,2015-02-18 00:40:26.902092,280,72,70.0,BENIGN,0
164687,12854,5309,2015-02-18 00:40:26.968444,176,160,146.0,BENIGN,0
16350,6930,53,2015-02-18 00:40:27.000426,88,81,81.0,BENIGN,0
25604,44475,21,2015-02-18 00:40:27.001648,280,72,70.0,BENIGN,0
10080,55488,80,2015-02-18 00:40:27.008924,224,62,59.0,BENIGN,0
10176,56381,80,2015-02-18 00:40:27.122323,224,62,59.0,BENIGN,0
10903,65403,80,2015-02-18 00:40:27.270548,224,62,59.0,BENIGN,0
149359,15733,10593,2015-02-18 00:40:27.427418,280,72,70.0,BENIGN,0
107114,37859,53,2015-02-18 00:40:27.527433,88,89,89.0,BENIGN,0
19446,19473,36562,2015-02-18 00:40:27.627421,280,72,70.0,BENIGN,0
9062,30261,80,2015-02-18 00:40:28.015554,224,62,59.0,BENIGN,0
169260,31561,57075,2015-02-18 00:40:28.262414,280,72,70.0,BENIGN,0
8590,18169,80,2015-02-18 00:40:28.605949,224,62,59.0,BENIGN,0
146844,5287,31373,2015-02-18 00:40:28.727431,280,72,70.0,BENIGN,0
50651,12732,42393,2015-02-18 00:40:28.827444,280,72,70.0,BENIGN,0
56267,34711,11700,2015-02-18 00:40:28.854193,280,72,70.0,BENIGN,0
10395,59707,80,2015-02-18 00:40:28.890947,224,62,59.0,BENIGN,0
169290,31693,11922,2015-02-18 00:40:28.993034,280,72,70.0,BENIGN,0
65524,5225,21,2015-02-18 00:40:29.016502,280,72,70.0,BENIGN,0
160539,61658,65296,2015-02-18 00:40:29.727448,280,72,70.0,BENIGN,0
111475,55226,5190,2015-02-18 00:40:29.927448,280,72,70.0,BENIGN,0
10023,54064,80,2015-02-18 00:40:29.973699,224,62,59.0,BENIGN,0
27948,53338,53,2015-02-18 00:40:30.127489,88,81,81.0,BENIGN,0
17467,11480,54547,2015-02-18 00:40:30.222135,280,72,70.0,BENIGN,0
48298,3292,49271,2015-02-18 00:40:30.427456,280,72,70.0,BENIGN,0
9543,43333,80,2015-02-18 00:40:30.697380,224,62,59.0,BENIGN,0
162660,4819,56538,2015-02-18 00:40:30.913128,280,72,70.0,BENIGN,0
39427,34290,64147,2015-02-18 00:40:30.929148,176,160,146.0,BENIGN,0
138425,35907,11922,2015-02-18 00:40:31.083012,280,72,70.0,BENIGN,0
51945,17882,15704,2015-02-18 00:40:31.162493,280,72,70.0,BENIGN,0
61415,54608,53,2015-02-18 00:40:31.727487,88,89,89.0,BENIGN,0
10278,58224,80,2015-02-18 00:40:31.833880,224,62,59.0,BENIGN,0
59818,48412,33334,2015-02-18 00:40:31.863653,280,72,70.0,BENIGN,0
174598,53156,80,2015-02-18 00:40:31.928766,280,72,70.0,BENIGN,0
64431,1432,22,2015-02-18 00:40:32.027481,280,72,70.0,BENIGN,0
8100,5809,80,2015-02-18 00:40:32.052047,224,62,59.0,BENIGN,0
97887,2518,53,2015-02-18 00:40:32.326489,88,81,81.0,BENIGN,0
125768,48733,53,2015-02-18 00:40:32.327477,88,89,89.0,BENIGN,0
92222,45314,22,2015-02-18 00:40:32.427484,280,72,70.0,BENIGN,0
140471,44757,5190,2015-02-18 00:40:32.527485,280,72,70.0,BENIGN,0
161230,64472,53,2015-02-18 00:40:32.827526,88,89,89.0,BENIGN,0
79967,62487,80,2015-02-18 00:40:33.028840,280,72,70.0,BENIGN,0
9249,35495,80,2015-02-18 00:40:33.063076,224,62,59.0,BENIGN,0
103391,23624,53,2015-02-18 00:40:33.327512,88,89,89.0,BENIGN,0
87415,26128,80,2015-02-18 00:40:33.442646,280,72,70.0,BENIGN,0
120715,27507,64735,2015-02-18 00:40:33.627498,280,72,70.0,BENIGN,0
127668,56708,54639,2015-02-18 00:40:33.663449,280,72,70.0,BENIGN,0
115087,3701,56489,2015-02-18 00:40:33.827514,280,72,70.0,BENIGN,0
65182,3775,80,2015-02-18 00:40:33.928812,280,72,70.0,BENIGN,0
171917,42238,54547,2015-02-18 00:40:33.954013,280,72,70.0,BENIGN,0
172317,43889,11922,2015-02-18 00:40:33.998075,280,72,70.0,BENIGN,0
32563,6683,43299,2015-02-18 00:40:34.132304,280,72,70.0,BENIGN,0
170829,37920,25,2015-02-18 00:40:34.428688,280,72,70.0,BENIGN,0
91230,41595,6519,2015-02-18 00:40:34.527519,280,72,70.0,BENIGN,0
84303,13544,11508,2015-02-18 00:40:34.556568,280,72,70.0,BENIGN,0
78209,55711,22238,2015-02-18 00:40:34.869615,280,72,70.0,BENIGN,0
69409,20462,53,2015-02-18 00:40:35.027555,88,81,81.0,BENIGN,0
102968,21955,5190,2015-02-18 00:40:35.127546,280,72,70.0,BENIGN,0
175914,58846,6577,2015-02-18 00:40:35.129984,280,72,70.0,BENIGN,0
131251,5952,5960,2015-02-18 00:40:36.027559,280,72,70.0,BENIGN,0
171144,39180,45206,2015-02-18 00:40:36.227562,280,72,70.0,BENIGN,0
171642,41097,9053,2015-02-18 00:40:36.254531,280,72,70.0,BENIGN,0
84088,12670,25,2015-02-18 00:40:36.328763,280,72,70.0,BENIGN,0
165067,14376,53,2015-02-18 00:40:36.527578,88,89,89.0,BENIGN,0
55694,32459,23183,2015-02-18 00:40:36.541142,280,72,70.0,BENIGN,0
145180,63886,80,2015-02-18 00:40:36.766729,280,72,70.0,BENIGN,0
136225,26703,80,2015-02-18 00:40:37.032801,280,72,70.0,BENIGN,0
143539,57074,80,2015-02-18 00:40:37.246812,280,72,70.0,BENIGN,0
21479,27975,53,2015-02-18 00:40:37.404588,88,89,89.0,BENIGN,0
142547,53079,22,2015-02-18 00:40:37.527558,280,72,70.0,BENIGN,0
162440,3823,46101,2015-02-18 00:40:37.753589,280,72,70.0,BENIGN,0
155094,39481,111,2015-02-18 00:40:37.827560,176,158,158.0,BENIGN,0
148835,13558,12114,2015-02-18 00:40:37.891880,280,72,70.0,BENIGN,0
100285,11758,6881,2015-02-18 00:40:37.933146,280,72,70.0,BENIGN,0
24100,38150,38391,2015-02-18 00:40:38.127530,280,72,70.0,BENIGN,0
117754,14884,53,2015-02-18 00:40:38.327558,88,89,89.0,BENIGN,0
118218,16812,25,2015-02-18 00:40:38.328812,280,72,70.0,BENIGN,0
83985,12285,53,2015-02-18 00:40:38.341586,88,81,81.0,BENIGN,0
84386,13924,21,2015-02-18 00:40:38.342782,280,72,70.0,BENIGN,0
133640,15968,80,2015-02-18 00:40:38.429720,280,72,70.0,BENIGN,0
145838,1533,62732,2015-02-18 00:40:38.533644,280,72,70.0,BENIGN,0
160968,63365,53,2015-02-18 00:40:38.627567,88,89,89.0,BENIGN,0
89450,34252,25740,2015-02-18 00:40:38.961021,280,72,70.0,BENIGN,0
86581,22803,6577,2015-02-18 00:40:39.244085,280,72,70.0,BENIGN,0
139924,42513,111,2015-02-18 00:40:39.727541,176,158,158.0,BENIGN,0
100199,11441,53,2015-02-18 00:40:39.938608,88,81,81.0,BENIGN,0
89833,35920,23183,2015-02-18 00:40:39.981111,280,72,70.0,BENIGN,0
33872,11795,9018,2015-02-18 00:40:40.027576,280,72,70.0,BENIGN,0
117511,13883,34827,2015-02-18 00:40:40.127584,280,72,70.0,BENIGN,0
101823,17581,111,2015-02-18 00:40:40.327572,176,158,158.0,BENIGN,0
102501,20175,62988,2015-02-18 00:40:40.331997,280,72,70.0,BENIGN,0
161473,65446,1119,2015-02-18 00:40:40.586042,280,72,70.0,BENIGN,0
29404,59209,53,2015-02-18 00:40:40.627567,88,89,89.0,BENIGN,0
20779,25161,80,2015-02-18 00:40:40.628889,280,72,70.0,BENIGN,0
37002,24653,111,2015-02-18 00:40:40.727593,176,158,158.0,BENIGN,0
45035,56054,65266,2015-02-18 00:40:40.729393,176,164,148.0,BENIGN,0
126548,52007,53,2015-02-18 00:40:40.831612,88,89,89.0,BENIGN,0
126704,52655,80,2015-02-18 00:40:40.832795,280,72,70.0,BENIGN,0
137902,33677,80,2015-02-18 00:40:41.129573,280,72,70.0,BENIGN,0
39051,32775,31572,2015-02-18 00:40:41.155164,280,72,70.0,BENIGN,0
154119,35493,5190,2015-02-18 00:40:42.027565,280,72,70.0,BENIGN,0
